BUYER_ID,SECTION,CATEGORY,BRAND,SUBCATEGORY_BEFORE,SUBCATEGORY_AFTER,SWITCH_FLAG,PROMO_FLAG
MEM_9990010004284540,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990010004284540,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,NON PROMO
MEM_9990010004284540,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,PROMO
MEM_9990010004284540,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990010004284540,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911F - INSTANT FRIED NOODLE >100G,NO_SWITCH,NON PROMO
MEM_9990010004284540,SNACK,2212 - POTATOES,JAPOTA,2212B - POTATOES 54-85G,2212B - POTATOES 54-85G,NO_SWITCH,PROMO
MEM_9990010004368935,HOUSE HOLD,3516 - DISHWASHING CLEANER,EKONOMI,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990010004423819,CHILLER,1115 - REMEDIES DRINK,KIRANTI,1115C - REMEDIES DRINK PET 150-350ML,1115C - REMEDIES DRINK PET 150-350ML,NO_SWITCH,NON PROMO
MEM_9990010004423819,PERSONAL CARE,3224 - FEMININ HYGIENE,PURBASARI,3224A - FEMININ HYGIENE SOAP,3224A - FEMININ HYGIENE SOAP,NO_SWITCH,NON PROMO
MEM_9990010004423819,SANITARY ADULT,3321 - SANITARY NAPKINS WINGS,CHARM,3321B - SANITARY NAPKINS WINGS 10-19S,3321C - SANITARY NAPKINS WINGS 20-30S,SWITCH,PROMO
MEM_9990010004449821,CHILLER,1114 - ISOTONIC DRINK,HYDRO COCO,1114B - ISOTONIC DRINK PET 300-380ML,1114A - ISOTONIC DRINK PET 100-250ML,SWITCH,NON PROMO
MEM_9990010004449821,CHILLER,1114 - ISOTONIC DRINK,HYDRO COCO,1114C - ISOTONIC DRINK PET 450-500ML,1114A - ISOTONIC DRINK PET 100-250ML,SWITCH,NON PROMO
MEM_9990010006209529,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990010006209529,HOUSE HOLD,3724 - IRONING,MOLTO,3724C - IRONING REF 200-500ML,3724C - IRONING REF 200-500ML,NO_SWITCH,PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,CAMPINA,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,NON PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,CAMPINA,6242B - IMPULSE STICK,6242C - IMPULSE CUP,SWITCH,NON PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,CAMPINA,6242C - IMPULSE CUP,6242B - IMPULSE STICK,SWITCH,NON PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,CAMPINA,6242C - IMPULSE CUP,6242C - IMPULSE CUP,NO_SWITCH,NON PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,GLICO,6242C - IMPULSE CUP,6242B - IMPULSE STICK,SWITCH,NON PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242A - IMPULSE CONE,SWITCH,NON PROMO
MEM_9990010006209529,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242C - IMPULSE CUP,SWITCH,NON PROMO
MEM_9990010006209529,MEDICINE & BABY CARE,3424 - TOOTH PASTE KIDS,KODOMO,3424A - TOOTH PASTE KIDS 45-60G,3424A - TOOTH PASTE KIDS 45-60G,NO_SWITCH,NON PROMO
MEM_9990010006209529,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332A - BLOCK CHOCOLATE 10-29G,SWITCH,NON PROMO
MEM_9990010006209529,STAPLE NEED,1513 - FLOUR,PA TANI,1513B - OTHER FLOUR,1513B - OTHER FLOUR,NO_SWITCH,PROMO
MEM_9990010006209529,STAPLE NEED,1513 - FLOUR,ROSE BRAND,1513B - OTHER FLOUR,1513B - OTHER FLOUR,NO_SWITCH,PROMO
MEM_9990010006209529,TOOTH CARE,3272 - TOOTH PASTE,CIPTADENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,PROMO
MEM_9990010007213573,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611B - SWEET BREAD,6611A - WHITE BREAD,SWITCH,NON PROMO
MEM_9990010007213573,HOUSE HOLD,3511 - FLOOR CLEANER,WIPOL,3511A - FLOOR CLEANER CARBOLIC,3511A - FLOOR CLEANER CARBOLIC,NO_SWITCH,PROMO
MEM_9990010007213573,HOUSE HOLD,3516 - DISHWASHING CLEANER,EKONOMI,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990010007213573,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,NUVO,3223D - HEALTHY LIQUID SOAP 300-600ML,3223D - HEALTHY LIQUID SOAP 300-600ML,NO_SWITCH,PROMO
MEM_9990010007213573,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,ZEN,3223D - HEALTHY LIQUID SOAP 300-600ML,3223D - HEALTHY LIQUID SOAP 300-600ML,NO_SWITCH,PROMO
MEM_9990010007213573,STAPLE NEED,1512 - SUGAR,GULAVIT,1512C - SUGAR BAG 1KG,1512C - SUGAR BAG 1KG,NO_SWITCH,NON PROMO
MEM_9990010007213573,STAPLE NEED,1521 - PALM COOKING OIL,SUNCO,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990010007213573,STAPLE NEED,1625 - COCONUT MILK,SASA,1625A - COCONUT MILK LIQUID 65-100ML,1625A - COCONUT MILK LIQUID 65-100ML,NO_SWITCH,PROMO
MEM_9990010007710019,BCTB (FLOOR),6111 - PACK EGG (NEGERI),ALFAMART,6111A - PACK EGG (NEGERI),6111A - PACK EGG (NEGERI),NO_SWITCH,NON PROMO
MEM_9990010007710019,BEVERAGES,2023 - TETRAPACK LIQUID MILK,ULTRA,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,PROMO
MEM_9990010007710019,BISC & CONFECTIONARY,2323 - BAG CANDY,MINTZ,2323A - BAG CANDY,2323A - BAG CANDY,NO_SWITCH,PROMO
MEM_9990010007710019,BREAKFAST,1212 - BAG TEA,TONGTJI,1212A - BAG TEA,1212A - BAG TEA,NO_SWITCH,NON PROMO
MEM_9990010007710019,HOUSE HOLD,3714 - LIQUID DETERGENT,BOOM,3714B - LIQUID DETERGENT 400-900ML,3714B - LIQUID DETERGENT 400-900ML,NO_SWITCH,PROMO
MEM_9990010007710019,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990010007710019,HOUSE HOLD,3724 - IRONING,KISPRAY,3724C - IRONING REF 200-500ML,3724D - IRONING BTL 300-500ML,SWITCH,NON PROMO
MEM_9990010007710019,MEJA KASIR,2332 - BLOCK CHOCOLATE,CADBURY,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,NON PROMO
MEM_9990010007710019,MEJA KASIR,2332 - BLOCK CHOCOLATE,SILVER QUEEN,2332C - BLOCK CHOCOLATE 50-99G,2332C - BLOCK CHOCOLATE 50-99G,NO_SWITCH,NON PROMO
MEM_9990010007710019,MEJA KASIR,4111 - ALKALINE,ABC,4111A - ALKALINE / LITHIUM,4111A - ALKALINE / LITHIUM,NO_SWITCH,NON PROMO
MEM_9990010007710019,MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ME-O,4311A - CAT FOODS WET,4311A - CAT FOODS WET,NO_SWITCH,NON PROMO
MEM_9990010007710019,MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ME-O,4311A - CAT FOODS WET,4311F - CAT FOODS SNACK,SWITCH,NON PROMO
MEM_9990010007710019,PERSONAL CARE,3211 - SHAMPOO,HEAD & SHOULDER,3211C - SHAMPOO 130-250ML,3211C - SHAMPOO 130-250ML,NO_SWITCH,PROMO
MEM_9990010007710019,PERSONAL CARE,3211 - SHAMPOO,PANTENE,3211C - SHAMPOO 130-250ML,3211B - SHAMPOO 70-100ML,SWITCH,PROMO
MEM_9990010007710019,PERSONAL CARE,3211 - SHAMPOO,PANTENE,3211C - SHAMPOO 130-250ML,3211D - SHAMPOO 270-450ML,SWITCH,PROMO
MEM_9990010007710019,PERSONAL CARE,3213 - CONDITIONER,PANTENE,3213C - CONDITIONER 135-250ML,3213C - CONDITIONER 135-250ML,NO_SWITCH,PROMO
MEM_9990010007710019,SANITARY ADULT,3321 - SANITARY NAPKINS WINGS,LAURIER,3321B - SANITARY NAPKINS WINGS 10-19S,3321B - SANITARY NAPKINS WINGS 10-19S,NO_SWITCH,PROMO
MEM_9990010007710019,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,LAURIER,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,NO_SWITCH,PROMO
MEM_9990010007768211,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,HIT,3611A - AEROSOL INSECTICIDES 600-700ML,3611A - AEROSOL INSECTICIDES 600-700ML,NO_SWITCH,PROMO
MEM_9990010007815100,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990010007815100,BREAKFAST,1222 - COFFEE MIX,KAPAL API,1222B - 2 IN 1 COFFEE MIX 9-10S,1222B - 2 IN 1 COFFEE MIX 9-10S,NO_SWITCH,PROMO
MEM_9990010007815100,CHILLER,1115 - REMEDIES DRINK,KIRANTI,1115C - REMEDIES DRINK PET 150-350ML,1115C - REMEDIES DRINK PET 150-350ML,NO_SWITCH,PROMO
MEM_9990010007815100,MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,FRESH CARE,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,NO_SWITCH,NON PROMO
MEM_9990010007815100,SANITARY ADULT,3323 - PANTYLINERS,CHARM,3323A - PANTYLINERS,3323A - PANTYLINERS,NO_SWITCH,PROMO
MEM_9990010007815100,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,SOFTEX,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,NO_SWITCH,PROMO
MEM_9990010007815100,SNACK,2217 - CORN,HAPPY TOS,2217B - CORN 100-200G,2217B - CORN 100-200G,NO_SWITCH,PROMO
MEM_9990010007871357,CHILLER,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023C - TETRAPAK LIQUID MILK 220-250ML,2023C - TETRAPAK LIQUID MILK 220-250ML,NO_SWITCH,PROMO
MEM_9990010007878700,HOUSE HOLD,3516 - DISHWASHING CLEANER,MAMA,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990010007878700,HOUSE HOLD,3722 - CONCENTRATE FABRIC CONDITIONER,DOWNY,3722C - CONCENTRATE SOFTENER 600-800ML,3722C - CONCENTRATE SOFTENER 600-800ML,NO_SWITCH,PROMO
MEM_9990010007878700,HOUSE HOLD,3724 - IRONING,KISPRAY,3724C - IRONING REF 200-500ML,3724C - IRONING REF 200-500ML,NO_SWITCH,PROMO
MEM_9990010007878700,NOODLE,1911 - INSTANT NOODLE BAG,NONG SHIM,1911D - PREMIUM INSTANT BOILED NOODLE,1911D - PREMIUM INSTANT BOILED NOODLE,NO_SWITCH,PROMO
MEM_9990010007907248,BREAKFAST,1221 - INSTANT COFFEE MIX,TORABIKA,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,NO_SWITCH,PROMO
MEM_9990010007907248,BREAKFAST,1223 - PURE COFFEE,KAPAL API,1223C - PURE COFFEE 251-450G,1223C - PURE COFFEE 251-450G,NO_SWITCH,PROMO
MEM_9990010007907248,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242B - IMPULSE STICK,NO_SWITCH,NON PROMO
MEM_9990010007907248,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242C - IMPULSE CUP,SWITCH,NON PROMO
MEM_9990010007907248,MEJA KASIR,2321 - POCKET CANDY,YUPI,2321E - POCKET CANDY GUMMY,2321E - POCKET CANDY GUMMY,NO_SWITCH,NON PROMO
MEM_9990010007907248,STAPLE NEED,1521 - PALM COOKING OIL,SUNCO,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990010007907600,BEVERAGES,2023 - TETRAPACK LIQUID MILK,FRISIAN FLAG,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,PROMO
MEM_9990010007907600,BEVERAGES,2023 - TETRAPACK LIQUID MILK,GREENFIELDS,2023D - TETRAPAK LIQUID MILK 900-1000ML,2023D - TETRAPAK LIQUID MILK 900-1000ML,NO_SWITCH,PROMO
MEM_9990010007907600,BISC & CONFECTIONARY,2228 - STICK BISCUIT,POCKY,2228C - STICK BISCUIT 36-50G,2228C - STICK BISCUIT 36-50G,NO_SWITCH,PROMO
MEM_9990010007907600,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,SWITCH,NON PROMO
MEM_9990010007907600,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611D - PULL APART BREAD,NO_SWITCH,PROMO
MEM_9990010007907600,BREAKFAST,1223 - PURE COFFEE,KAPAL API,1223B - PURE COFFEE 101-250G,1223B - PURE COFFEE 101-250G,NO_SWITCH,PROMO
MEM_9990010007907600,BREAKFAST,1223 - PURE COFFEE,NESCAFE,1223A - PURE COFFEE 50-100G,1223A - PURE COFFEE 50-100G,NO_SWITCH,NON PROMO
MEM_9990010007907600,HOUSE HOLD,3611 - AEROSOL INSECTICIDES,VAPE,3611A - AEROSOL INSECTICIDES 600-700ML,3611A - AEROSOL INSECTICIDES 600-700ML,NO_SWITCH,PROMO
MEM_9990010007907600,HOUSE HOLD,3714 - LIQUID DETERGENT,SOSOFT,3714A - LIQUID DETERGENT BOTTLE,3714A - LIQUID DETERGENT BOTTLE,NO_SWITCH,PROMO
MEM_9990010007907600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990010007907600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,NON PROMO
MEM_9990010007907600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,PROMO
MEM_9990010007907600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911F - INSTANT FRIED NOODLE >100G,SWITCH,NON PROMO
MEM_9990010007907600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,PROMO
MEM_9990010007907600,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911F - INSTANT FRIED NOODLE >100G,1911F - INSTANT FRIED NOODLE >100G,NO_SWITCH,NON PROMO
MEM_9990010007907600,NOODLE,1912 - INSTANT NOODLE CUP,POP MIE,1912A - INSTANT FRIED NOODLE CUP,1912B - INSTANT BOILED NOODLE CUP 35-75G,SWITCH,PROMO
MEM_9990010007907600,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,NUVO,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,NO_SWITCH,PROMO
MEM_9990010007907600,PERSONAL CARE,3232 - WOMEN PARFUME & EDT,MARINA,3232A - WOMEN PARFUME & EDT,3232A - WOMEN PARFUME & EDT,NO_SWITCH,PROMO
MEM_9990010007907600,PERSONAL CARE,3251 - BODY LOTION,NATUR-E,3251B - BODY LOTION 180-250ML,3251B - BODY LOTION 180-250ML,NO_SWITCH,PROMO
MEM_9990010007907600,PERSONAL CARE,3251 - BODY LOTION,SHINZU'I,3251B - BODY LOTION 180-250ML,3251B - BODY LOTION 180-250ML,NO_SWITCH,PROMO
MEM_9990010007907600,SANITARY ADULT,3321 - SANITARY NAPKINS WINGS,CHARM,3321C - SANITARY NAPKINS WINGS 20-30S,3321C - SANITARY NAPKINS WINGS 20-30S,NO_SWITCH,PROMO
MEM_9990010007907600,STAPLE NEED,1511 - RICE,ALFAMART,1511A - RICE BAG 1-3KG,1511A - RICE BAG 1-3KG,NO_SWITCH,NON PROMO
MEM_9990010007907600,STAPLE NEED,1512 - SUGAR,ROSE BRAND,1512C - SUGAR BAG 1KG,1512C - SUGAR BAG 1KG,NO_SWITCH,NON PROMO
MEM_9990010007907600,STAPLE NEED,1521 - PALM COOKING OIL,SUNCO,1521C - PALM COOKING OIL POUCH 1800-2000ML,1521C - PALM COOKING OIL POUCH 1800-2000ML,NO_SWITCH,PROMO
MEM_9990010007907600,STAPLE NEED,1712 - SALT,KAPAL,1712A - SALT,1712A - SALT,NO_SWITCH,NON PROMO
MEM_9990010007907600,STAPLE NEED,1714 - STOCK SOUP,TOTOLE,1714A - STOCK SOUP SACHET,1714A - STOCK SOUP SACHET,NO_SWITCH,NON PROMO
MEM_9990010007907600,STAPLE NEED,1724 - LIQUID SAUCE & VINEGAR,SAORI,1724B - LIQUID SAUCE BOTTLE,1724B - LIQUID SAUCE BOTTLE,NO_SWITCH,NON PROMO
MEM_9990010007907600,TISSUE,3313 - WET TISSUE,NUVO,3313B - ANTISEPTIC WET TISSUE,3313B - ANTISEPTIC WET TISSUE,NO_SWITCH,NON PROMO
MEM_9990010007907600,TOOTH CARE,3272 - TOOTH PASTE,PEPSODENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,PROMO
MEM_9990010007908033,HOUSE HOLD,3711 - POWDER DETERGENT,SOKLIN,3711D - POWDER DETERGENT 1-2 KG,3711D - POWDER DETERGENT 1-2 KG,NO_SWITCH,PROMO
MEM_9990010007908033,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990010007908033,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242B - IMPULSE STICK,6242C - IMPULSE CUP,SWITCH,PROMO
MEM_9990010007908033,ICE CREAM,6242 - IMPULSE ICE CREAM,WALL'S,6242C - IMPULSE CUP,6242C - IMPULSE CUP,NO_SWITCH,PROMO
MEM_9990010007908033,MEDICINE & BABY CARE,3416 - BABY LIQUID SOAP,CUSSONS,3416B - BABY LIQUID SOAP 400-600ML,3416B - BABY LIQUID SOAP 400-600ML,NO_SWITCH,PROMO
MEM_9990010007908033,MEDICINE & BABY CARE,3416 - BABY LIQUID SOAP,MY BABY,3416B - BABY LIQUID SOAP 400-600ML,3416B - BABY LIQUID SOAP 400-600ML,NO_SWITCH,PROMO
MEM_9990010007908033,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,NON PROMO
MEM_9990010007908033,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,SWITCH,NON PROMO
MEM_9990010007908033,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911A - INSTANT FRIED NOODLE 65-100G,SWITCH,NON PROMO
MEM_9990010007908033,NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,1911B - INSTANT BOILED NOODLE 50-99G,1911B - INSTANT BOILED NOODLE 50-99G,NO_SWITCH,NON PROMO
MEM_9990010007908033,PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,GIV,3222D - BEAUTY LIQUID SOAP 300-600ML,3222D - BEAUTY LIQUID SOAP 300-600ML,NO_SWITCH,PROMO
MEM_9990010007908033,PERSONAL CARE,3234 - WOMEN COLOGNE,FRES & NATURAL,3234A - WOMEN COLOGNE 50-100ML,3234A - WOMEN COLOGNE 50-100ML,NO_SWITCH,PROMO
MEM_9990010007908033,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,CHARM,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,NO_SWITCH,PROMO
MEM_9990010007908033,SANITARY ADULT,3325 - SANITARY NAPKINS NIGHT,CHARM,3325A - SANITARY NAPKINS NIGHT WINGS 5-9S,3325B - SANITARY NAPKINS NIGHT WINGS 10-20S,SWITCH,PROMO
MEM_9990010007934473,HOUSE HOLD,3516 - DISHWASHING CLEANER,SUNLIGHT,3516C - DISHWASHING CLEANER 600-800ML,3516C - DISHWASHING CLEANER 600-800ML,NO_SWITCH,PROMO
MEM_9990010007934473,HOUSE HOLD,3714 - LIQUID DETERGENT,SOSOFT,3714A - LIQUID DETERGENT BOTTLE,3714A - LIQUID DETERGENT BOTTLE,NO_SWITCH,PROMO
MEM_9990010007934473,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990010007934473,HOUSE HOLD,3724 - IRONING,MOLTO,3724C - IRONING REF 200-500ML,3724C - IRONING REF 200-500ML,NO_SWITCH,PROMO
MEM_9990010007934473,PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,NUVO,3223D - HEALTHY LIQUID SOAP 300-600ML,3223D - HEALTHY LIQUID SOAP 300-600ML,NO_SWITCH,PROMO
MEM_9990010007934473,SNACK,2213 - EXTRUDED & PELLET,WONHAE,2213C - EXTRUDED & PELLET 50-95G,2213C - EXTRUDED & PELLET 50-95G,NO_SWITCH,NON PROMO
MEM_9990010007934473,STAPLE NEED,1625 - COCONUT MILK,FIBER CREME,1625C - COCONUT MILK POWDER 20-25G,1625C - COCONUT MILK POWDER 20-25G,NO_SWITCH,PROMO
MEM_9990010007950800,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990010007950800,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611D - PULL APART BREAD,SWITCH,NON PROMO
MEM_9990010007950800,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611A - WHITE BREAD,SWITCH,NON PROMO
MEM_9990010007950800,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611D - PULL APART BREAD,6611D - PULL APART BREAD,NO_SWITCH,NON PROMO
MEM_9990010007950800,BREAKFAST,1212 - BAG TEA,TONGTJI,1212A - BAG TEA,1212A - BAG TEA,NO_SWITCH,NON PROMO
MEM_9990010007950800,BREAKFAST,1221 - INSTANT COFFEE MIX,LUWAK,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,1221D - 3 IN 1 INSTANT COFFEE MIX 9-10S,NO_SWITCH,PROMO
MEM_9990010007950800,BREAKFAST,1223 - PURE COFFEE,NESCAFE,1223A - PURE COFFEE 50-100G,1223A - PURE COFFEE 50-100G,NO_SWITCH,NON PROMO
MEM_9990010007950800,CHILLER,1114 - ISOTONIC DRINK,HYDRO COCO,1114C - ISOTONIC DRINK PET 450-500ML,1114C - ISOTONIC DRINK PET 450-500ML,NO_SWITCH,NON PROMO
MEM_9990010007950800,CHILLER,1114 - ISOTONIC DRINK,POCARI SWEAT,1114B - ISOTONIC DRINK PET 300-380ML,1114B - ISOTONIC DRINK PET 300-380ML,NO_SWITCH,NON PROMO
MEM_9990010007950800,CHILLER,1114 - ISOTONIC DRINK,POCARI SWEAT,1114B - ISOTONIC DRINK PET 300-380ML,1114C - ISOTONIC DRINK PET 450-500ML,SWITCH,NON PROMO
MEM_9990010007950800,HOUSE HOLD,3711 - POWDER DETERGENT,DAIA,3711D - POWDER DETERGENT 1-2 KG,3711C - POWDER DETERGENT 601-990G,SWITCH,PROMO
MEM_9990010007950800,TOOTH CARE,3271 - TOOTH BRUSH,CIPTADENT,3271B - MULTIPACK TOOTH BRUSH,3271B - MULTIPACK TOOTH BRUSH,NO_SWITCH,PROMO
MEM_9990010007950800,TOOTH CARE,3272 - TOOTH PASTE,CIPTADENT,3272B - TOOTH PASTE 130-250G,3272B - TOOTH PASTE 130-250G,NO_SWITCH,PROMO
MEM_9990010007952699,BREAD CORNER (BC),6611 - BREAD,SARI ROTI,6611A - WHITE BREAD,6611A - WHITE BREAD,NO_SWITCH,NON PROMO
MEM_9990010007963268,BISC & CONFECTIONARY,2227 - WAFER BISCUIT,GET GIT,2227D - WAFER BISCUIT 100-145G,2227D - WAFER BISCUIT 100-145G,NO_SWITCH,PROMO
MEM_9990010007963268,NOODLE,1911 - INSTANT NOODLE BAG,SEDAAP,1911A - INSTANT FRIED NOODLE 65-100G,1911A - INSTANT FRIED NOODLE 65-100G,NO_SWITCH,PROMO
MEM_9990010008139346,BREAKFAST,1412 - DIETATIC SUGAR,DIABETASOL,1412A - DIETATIC SUGAR,1412A - DIETATIC SUGAR,NO_SWITCH,NON PROMO
MEM_9990010008139346,CHILLER,1113 - MINERAL WATER,ALFAMART,1113B - MINERAL WATER PET 330-400ML,1113B - MINERAL WATER PET 330-400ML,NO_SWITCH,PROMO
MEM_9990010008139346,HOUSE HOLD,3723 - DILUTE FABRIC CONDITIONER,SOKLIN,3723E - DILUTE FRAGRANCE 800-900ML,3723E - DILUTE FRAGRANCE 800-900ML,NO_SWITCH,PROMO
MEM_9990010008139346,MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",CUSSONS,3415D - BABY HAIR LOTION,3415D - BABY HAIR LOTION,NO_SWITCH,PROMO
MEM_9990010008139346,MEJA KASIR,4633 - LEISURE BAG,ALFAMART,4633A - LEISURE BAG,4633A - LEISURE BAG,NO_SWITCH,NON PROMO
